.structStaticCharacterROMEntry 1,.structDynamicCharacterROMEntry,.structEnemyCharacterROMEntry,Type,HP,STR,MAG,SKL,SPD,DEF,RES,LUK,Class,Level,LeadershipStars,Money,ID,Name,GenerationID,Gender,Unknown,HPGrowth,STRGrowth,MAGGrowth,SKLGrowth,SPDGrowth,DEFGrowth,RESGrowth,LUKGrowth,Skills1,Skills2,Skills3,Ancestry1,Ancestry2,Equipment1,Equipment2,UniqueEquipment,Influence
,,Commander34,UnitTypeEnemy,,,,,,,,,Baron,30,2,,$0198,Commander34Name,,Genderless,$FF,,,,,,,,,,,,,,SilverLance,Fortify,NoItem,
,,Rotritter8,UnitTypeEnemy,,,,,,,,,LanceArmor,25,0,,$0199,Rotritter8Name,,Genderless,$FF,,,,,,,,,,,,,,BraveLance,NoItem,NoItem,
,,Rotritter9,UnitTypeEnemy,,,,,,,,,BowArmor,30,0,,$019A,Rotritter9Name,,Genderless,$FF,,,,,,,,,,,,,,BraveBow,NoItem,NoItem,
,,Commander35,UnitTypeEnemy,,,,,,,,,Bishop,30,2,,$019B,Commander35Name,,Genderless,$FF,,,,,,,,,,,,,,SleepStaff,Fortify,NoItem,
,,Rotritter10,UnitTypeEnemy,,,,,,,,,Priest,25,0,,$019C,Rotritter10Name,,Genderless,$FF,,,,,,,,,,,,,,PhysicStaff,NoItem,NoItem,
,,Rotritter11,UnitTypeEnemy,,,,,,,,,FireMage,30,0,,$019D,Rotritter11Name,,Genderless,$FF,,,,,,,,,,,,,,Elfire,NoItem,NoItem,
,,Commander36,UnitTypeEnemy,,,,,,,,,MageKnight,30,2,,$019E,Commander36Name,,Genderless,$FF,,,,,,,,,,,,,,Elfire,SlimSword,NoItem,
,,Rotritter12,UnitTypeEnemy,,,,,,,,,BowKnight,25,0,,$019F,Rotritter12Name,,Genderless,$FF,,,,,,,,,,,,,,SilverBow,NoItem,NoItem,
,,Rotritter13,UnitTypeEnemy,,,,,,,,,GreatKnight,25,0,,$01A0,Rotritter13Name,,Genderless,$FF,,,,,,,,,,,,,,SilverAxe,NoItem,NoItem,
,,Rotritter14,UnitTypeEnemy,,,,,,,,,Banneret,25,0,,$01A1,Rotritter14Name,,Genderless,$FF,,,,,,,,,,,,,,SilverLance,NoItem,NoItem,
,,DarkMage10,UnitTypeEnemy,,,,,,,,,DarkMage,22,1,,$01A2,DarkMage10Name,,Genderless,$FF,,,,,,,,,,,,,,SleepStaff,NoItem,NoItem,
,,DarkMage11,UnitTypeEnemy,,,,,,,,,DarkMage,22,1,,$01A3,DarkMage11Name,,Genderless,$FF,,,,,,,,,,,,,,Fenrir,NoItem,NoItem,
Robertus,,,UnitTypeHoly,70,12,9,13,15,12,13,15,Paladin,26,2,0,$01A4,RobertusName,$80,GenderMale,$00,0,0,0,0,0,0,0,0,UnitSkill1FollowUp,UnitSkill2Onslaught,None,None,None,BraveSword,Javelin,NoItem,
,,Mercenary17,UnitTypeEnemy,,,,,,,,,BowKnight,21,0,,$01A5,Mercenary17Name,,Genderless,$FF,,,,,,,,,,,,,,SilverBow,NoItem,NoItem,
,,Mercenary18,UnitTypeEnemy,,,,,,,,,Ranger,21,0,,$01A6,Mercenary18Name,,Genderless,$FF,,,,,,,,,,,,,,SilverSword,NoItem,NoItem,
,,Mercenary19,UnitTypeEnemy,,,,,,,,,MageKnight,21,0,,$01A7,Mercenary19Name,,Genderless,$FF,,,,,,,,,,,,,,Elfire,NoItem,NoItem,
,,Mercenary20,UnitTypeEnemy,,,,,,,,,Banneret,21,0,,$01A8,Mercenary20Name,,Genderless,$FF,,,,,,,,,,,,,,SilverLance,NoItem,NoItem,
,,Mercenary21,UnitTypeEnemy,,,,,,,,,Troubadour,21,0,,$01A9,Mercenary21Name,,Genderless,$FF,,,,,,,,,,,,,,MendStaff,MiracleBracelet,NoItem,
Boece,,,UnitTypeHoly,72,14,5,13,12,12,9,11,Swordmaster,27,1,0,$01AA,BoeceName,$82,GenderMale,$00,0,0,0,0,0,0,0,0,None,UnitSkill2Critical | UnitSkill2Sol,None,None,None,SilverSword,LevinSword,NoItem,
,,Mercenary22,UnitTypeEnemy,,,,,,,,,Forester,25,0,,$01AB,Mercenary22Name,,Genderless,$FF,,,,,,,,,,,,,,SilverSword,NoItem,NoItem,
,,Mercenary23,UnitTypeEnemy,,,,,,,,,Sniper,25,0,,$01AC,Mercenary23Name,,Genderless,$FF,,,,,,,,,,,,,,SilverBow,NoItem,NoItem,
,,Rodin,UnitTypeEnemy,,,,,,,,,Bishop,28,2,,$01AD,RodinName,,Genderless,$FF,,,,,,,,,,,,,,SleepStaff,Elthunder,NoItem,
,,EddaArmy1,UnitTypeEnemy,,,,,,,,,Bishop,27,0,,$01AE,EddaArmy1Name,,Genderless,$FF,,,,,,,,,,,,,,Meteor,Elfire,NoItem,
,,EddaArmy2,UnitTypeEnemy,,,,,,,,,Bishop,27,0,,$01AF,EddaArmy2Name,,Genderless,$FF,,,,,,,,,,,,,,Bolting,Elthunder,NoItem,
,,EddaArmy3,UnitTypeEnemy,,,,,,,,,HighPriest,30,0,,$01B0,EddaArmy3Name,,Genderless,$FF,,,,,,,,,,,,,,SleepStaff,Thunder,NoItem,
,,EddaArmy4,UnitTypeEnemy,,,,,,,,,HighPriest,27,0,,$01B1,EddaArmy4Name,,GenderFemale,$FF,,,,,,,,,,,,,,Fortify,Fire,NoItem,
,,Uphir,UnitTypeEnemy,,,,,,,,,DarkBishop,29,1,,$01B2,UphirName,,Genderless,$01,,,,,,,,,,,,,,Fenrir,Jormungandr,NoItem,
,,DarkMage12,UnitTypeEnemy,,,,,,,,,DarkMage,20,0,,$01B3,DarkMage12Name,,Genderless,$FF,,,,,,,,,,,,,,Fenrir,Jormungandr,NoItem,
,,DarkMage13,UnitTypeEnemy,,,,,,,,,DarkMage,20,0,,$01B4,DarkMage13Name,,Genderless,$FF,,,,,,,,,,,,,,SilenceStaff,NoItem,NoItem,
,,Fisher,UnitTypeEnemy,,,,,,,,,GreatKnight,27,2,,$01B5,FisherName,,Genderless,$FF,,,,,,,,,,,,,,SilverAxe,ShieldRing,NoItem,
,,DozelArmy1,UnitTypeEnemy,,,,,,,,,AxeKnight,25,0,,$01B6,DozelArmy1Name,,Genderless,$FF,,,,,,,,,,,,,,SteelAxe,ShieldRing,NoItem,
,,DozelArmy2,UnitTypeEnemy,,,,,,,,,AxeKnight,25,0,,$01B7,DozelArmy2Name,,Genderless,$FF,,,,,,,,,,,,,,HandAxe,ShieldRing,NoItem,
Brian,,,UnitTypeHoly,80,15,7,12,14,15,10,12,MasterKnight,30,4,0,$01B8,BrianName,$81,GenderMale,$00,0,0,0,0,0,0,0,0,UnitSkill1FollowUp,UnitSkill2Onslaught,None,PrimaryNalAncestry,None,Helswath,HealBracelet,NoItem,
Grauritter2,,,UnitTypeHoly,70,11,3,7,12,12,8,10,GreatKnight,26,0,0,$01B9,Grauritter2Name,$80,GenderMale,$00,0,0,0,0,0,0,0,0,UnitSkill1FollowUp,None,None,None,None,SilverAxe,NoItem,NoItem,
,,Grauritter3,UnitTypeEnemy,,,,,,,,,Troubadour,26,0,,$01BA,Grauritter3Name,,Genderless,$FF,,,,,,,,,,,,,,MendStaff,ShieldRing,NoItem,
,,Dagan,UnitTypeEnemy,,,,,,,,,DarkBishop,29,1,,$01BB,DaganName,,Genderless,$FF,,,,,,,,,,,,,,Fenrir,Jormungandr,NoItem,
Scipio,,,UnitTypeHoly,80,14,3,10,11,12,6,12,MasterKnight,29,3,0,$01BC,ScipioName,$81,GenderMale,$00,0,0,0,0,0,0,0,0,UnitSkill1FollowUp,UnitSkill2Onslaught,None,None,None,KillerBow,HealBracelet,NoItem,
,,Beigeritter3,UnitTypeEnemy,,,,,,,,,BowKnight,26,0,,$01BD,Beigeritter3Name,,Genderless,$FF,,,,,,,,,,,,,,BraveBow,NoItem,NoItem,
,,Beigeritter4,UnitTypeEnemy,,,,,,,,,Troubadour,26,0,,$01BE,Beigeritter4Name,,Genderless,$FF,,,,,,,,,,,,,,MendStaff,ShieldRing,NoItem,
Hilda2,,,UnitTypeHoly,70,7,15,11,12,9,15,5,Queen,27,3,0,$01BF,Hilda2Name,$81,GenderFemale,$00,0,0,0,0,0,0,0,0,UnitSkill1FollowUp,None,None,SecondaryFjalarAncestry,None,Bolganone,Fortify,NoItem,
,,Gelbritter2,UnitTypeEnemy,,,,,,,,,Baron,25,0,,$01C0,Gelbritter2Name,,Genderless,$FF,,,,,,,,,,,,,,Thoron,SilverLance,NoItem,
,,Gelbritter3,UnitTypeEnemy,,,,,,,,,Baron,25,0,,$01C1,Gelbritter3Name,,Genderless,$FF,,,,,,,,,,,,,,Fortify,SilverLance,NoItem,
,,DarkBishop2,UnitTypeEnemy,,,,,,,,,DarkBishop,25,1,,$01C2,DarkBishop2Name,,Genderless,$FF,,,,,,,,,,,,,,Fenrir,NoItem,NoItem,
,,DarkMage14,UnitTypeEnemy,,,,,,,,,DarkMage,18,0,,$01C3,DarkMage14Name,,Genderless,$FF,,,,,,,,,,,,,,SleepStaff,NoItem,NoItem,
Manfroy,,,UnitTypeHoly,80,10,14,15,14,13,15,6,DarkBishop,30,4,0,$01C4,ManfroyName,$81,GenderMale,$00,0,0,0,0,0,0,0,0,UnitSkill1FollowUp | UnitSkill1Adept | UnitSkill1Charm,None,None,None,None,Fenrir,Jormungandr,NoItem,
,,DarkMage15,UnitTypeEnemy,,,,,,,,,DarkMage,30,0,,$01C5,DarkMage15Name,,Genderless,$FF,,,,,,,,,,,,,,Hel,SleepStaff,NoItem,
Julius2,,,UnitTypeHoly,80,15,10,15,15,15,15,13,DarkPrince,30,3,0,$01C6,Julius2Name,$81,GenderMale,$00,0,0,0,0,0,0,0,0,UnitSkill1Wrath | UnitSkill1FollowUp | UnitSkill1Nihil,UnitSkill2Onslaught,None,SecondaryFjalarAncestry,PrimaryLoptousAncestry,Loptous,Meteor,NoItem,
Mus,,,UnitTypeHoly,80,13,13,13,13,13,13,4,Baron,30,0,0,$01C7,MusName,$80,GenderMale,$00,0,0,0,0,0,0,0,0,UnitSkill1FollowUp | UnitSkill1Adept,None,None,None,None,SilverLance,NoItem,NoItem,
Bovis,,,UnitTypeHoly,80,13,13,13,13,13,13,4,Forester,30,0,0,$01C8,BovisName,$80,GenderMale,$00,0,0,0,0,0,0,0,0,None,UnitSkill2Critical | UnitSkill2Onslaught,None,None,None,SilverBlade,NoItem,NoItem,
Tigris,,,UnitTypeHoly,80,13,13,13,13,13,13,4,Warrior,30,0,0,$01C9,TigrisName,$80,GenderMale,$00,0,0,0,0,0,0,0,0,UnitSkill1Wrath | UnitSkill1FollowUp,None,None,None,None,SilverAxe,NoItem,NoItem,
Lepus,,,UnitTypeHoly,80,13,13,13,13,13,13,4,HighPriest,30,0,0,$01CA,LepusName,$80,GenderFemale,$00,0,0,0,0,0,0,0,0,UnitSkill1Miracle,None,UnitSkill3Heal,None,None,Fortify,NoItem,NoItem,
Draco,,,UnitTypeHoly,80,13,13,13,13,13,13,4,Sniper,30,0,0,$01CB,DracoName,$80,GenderMale,$00,0,0,0,0,0,0,0,0,UnitSkill1Adept,UnitSkill2Onslaught,None,None,None,KillerBow,NoItem,NoItem,
Anguilla,,,UnitTypeHoly,80,13,13,13,13,13,13,4,MageFighterF,30,0,0,$01CC,AnguillaName,$80,GenderFemale,$00,0,0,0,0,0,0,0,0,UnitSkill1Wrath | UnitSkill1FollowUp,None,None,None,SecondaryThrudAncestry,Thoron,NoItem,NoItem,
Equus,,,UnitTypeHoly,80,13,13,13,13,13,13,4,Bishop,30,0,0,$01CD,EquusName,$80,GenderMale,$00,0,0,0,0,0,0,0,0,UnitSkill1FollowUp,UnitSkill2Critical,None,SecondaryFjalarAncestry,None,Bolganone,NoItem,NoItem,
Ovis,,,UnitTypeHoly,80,13,13,13,13,13,13,4,Sage,30,0,0,$01CE,OvisName,$80,GenderMale,$00,0,0,0,0,0,0,0,0,UnitSkill1FollowUp,UnitSkill2Onslaught,None,None,SecondaryForsetiAncestry,Tornado,NoItem,NoItem,
Simia,,,UnitTypeHoly,80,13,13,13,13,13,13,4,Swordmaster,30,0,0,$01CF,SimiaName,$80,GenderFemale,$00,0,0,0,0,0,0,0,0,None,UnitSkill2Critical,UnitSkill3Heal,None,None,SilverSword,NoItem,NoItem,
Gallus,,,UnitTypeHoly,80,13,13,13,13,13,13,4,DarkBishop,30,0,0,$01D0,GallusName,$80,GenderMale,$00,0,0,0,0,0,0,0,0,UnitSkill1FollowUp,None,UnitSkill3Heal,None,None,Hel,NoItem,NoItem,
Canis,,,UnitTypeHoly,80,13,13,13,13,13,13,4,Shaman,30,0,0,$01D1,CanisName,$80,GenderFemale,$00,0,0,0,0,0,0,0,0,UnitSkill1FollowUp,UnitSkill2Critical,None,None,None,Nosferatu,NoItem,NoItem,
Porcus,,,UnitTypeHoly,80,13,13,13,13,13,13,4,ThiefFighter,30,0,0,$01D2,PorcusName,$80,GenderMale,$00,0,0,0,0,0,0,0,0,UnitSkill1FollowUp,UnitSkill2Critical,None,None,None,BraveSword,NoItem,NoItem,
Arion2,,,UnitTypeHoly,70,14,6,15,14,13,9,12,WyvernLord,27,5,0,$01D3,Arion2Name,$81,GenderMale,$00,0,0,0,0,0,0,0,0,UnitSkill1Adept | UnitSkill1Nihil,None,None,PrimaryDainnAncestry,None,Gungnir,NoItem,NoItem,
,,WyvernKnight3,UnitTypeEnemy,,,,,,,,,WyvernKnight,24,0,,$01D4,WyvernKnight3Name,,GenderMale,$FF,,,,,,,,,,,,,,BraveLance,NoItem,NoItem,
Ishtar3,,,UnitTypeHoly,70,6,15,15,15,15,15,15,Sage,30,5,0,$01D5,Ishtar3Name,$82,GenderFemale,$00,0,0,0,0,0,0,0,0,None,UnitSkill2Vantage,None,None,PrimaryThrudAncestry,Mjolnir,BarrierRing,NoItem,
Meng,,,UnitTypeHoly,65,12,6,13,15,15,15,30,FalconKnight,25,4,0,$01D6,MengName,$80,GenderFemale,$00,0,0,0,0,0,0,0,0,UnitSkill1FollowUp | UnitSkill1Nihil,UnitSkill2Critical,None,None,SecondaryForsetiAncestry,LandsSword,LegRing,NoItem,
Meabel,,,UnitTypeHoly,65,12,6,13,15,15,15,30,FalconKnight,25,0,0,$01D7,MeabelName,$80,GenderFemale,$00,0,0,0,0,0,0,0,0,UnitSkill1FollowUp | UnitSkill1Nihil,UnitSkill2Critical,None,None,SecondaryForsetiAncestry,LandsSword,LegRing,NoItem,
Breg,,,UnitTypeHoly,65,12,6,13,15,15,15,30,FalconKnight,25,0,0,$01D8,BregName,$80,GenderFemale,$00,0,0,0,0,0,0,0,0,UnitSkill1FollowUp | UnitSkill1Nihil,UnitSkill2Critical,None,None,SecondaryForsetiAncestry,LandsSword,LegRing,NoItem,
,,BelhallaArmy1,UnitTypeEnemy,,,,,,,,,Forester,22,0,,$01D9,BelhallaArmy1Name,,Genderless,$FF,,,,,,,,,,,,,,BraveSword,NoItem,NoItem,
,,BelhallaArmy2,UnitTypeEnemy,,,,,,,,,Sniper,22,0,,$01DA,BelhallaArmy2Name,,Genderless,$FF,,,,,,,,,,,,,,KillerBow,NoItem,NoItem,
,,BelhallaArmy3,UnitTypeEnemy,,,,,,,,,Sage,22,0,,$01DB,BelhallaArmy3Name,,Genderless,$FF,,,,,,,,,,,,,,Elwind,NoItem,NoItem,
,,BelhallaArmy4,UnitTypeEnemy,,,,,,,,,HighPriest,22,0,,$01DC,BelhallaArmy4Name,,Genderless,$FF,,,,,,,,,,,,,,Fortify,NoItem,NoItem,
,,Balan,UnitTypeEnemy,,,,,,,,,DarkBishop,29,1,,$01DD,BalanName,,Genderless,$FF,,,,,,,,,,,,,,Fenrir,Jormungandr,NoItem,
,,Kutuzov2,UnitTypeEnemy,,,,,,,,,DarkBishop,20,1,,$01DE,Kutuzov2Name,,Genderless,$01,,,,,,,,,,,,,,Fenrir,Jormungandr,PI_BargainBracelet,
,,Bandit8,UnitTypeEnemy,,,,,,,,,ThiefFighter,25,1,,$01DF,Bandit8Name,,Genderless,$FF,,,,,,,,,,,,,,WingClipper,NoItem,NoItem,
,,Ghazzak,UnitTypeEnemy,,,,,,,,,AxeFighter,1,0,,$01E0,GhazzakName,,Genderless,$FF,,,,,,,,,,,,,,IronAxe,HandAxe,NoItem,
,,Clotho,UnitTypeEnemy,,,,,,,,,Mage,4,0,,$01E1,ClothoName,,Genderless,$FF,,,,,,,,,,,,,,Fire,NoItem,NoItem,
,,Wiseman,UnitTypeEnemy,,,,,,,,,LanceKnight,7,0,,$01E2,WisemanName,,Genderless,$FF,,,,,,,,,,,,,,IronLance,Javelin,NoItem,
,,Shark,UnitTypeEnemy,,,,,,,,,SwordFighter,10,0,,$01E3,SharkName,,Genderless,$FF,,,,,,,,,,,,,,SteelSword,NoItem,NoItem,
,,Hood,UnitTypeEnemy,,,,,,,,,Hunter,10,0,,$01E4,HoodName,,Genderless,$FF,,,,,,,,,,,,,,SteelBow,NoItem,NoItem,
,,Bacchus,UnitTypeEnemy,,,,,,,,,AxeArmor,13,0,,$01E5,BacchusName,,Genderless,$FF,,,,,,,,,,,,,,SteelAxe,HandAxe,NoItem,
,,Emir,UnitTypeEnemy,,,,,,,,,WindMage,16,0,,$01E6,EmirName,,Genderless,$FF,,,,,,,,,,,,,,Elwind,SpeedRing,NoItem,
,,Dares1,UnitTypeEnemy,,,,,,,,,General,19,0,,$01E7,Dares1Name,,Genderless,$FF,,,,,,,,,,,,,,SteelBlade,SteelBow,NoItem,
,,Giraud,UnitTypeEnemy,,,,,,,,,AxeFighter,5,0,,$01E8,GiraudName,,Genderless,$FF,,,,,,,,,,,,,,SteelAxe,HandAxe,NoItem,
,,Mahatma,UnitTypeEnemy,,,,,,,,,FireMage,8,0,,$01E9,MahatmaName,,Genderless,$FF,,,,,,,,,,,,,,Elfire,NoItem,NoItem,
,,Lofn,UnitTypeEnemy,,,,,,,,,LanceKnight,11,0,,$01EA,LofnName,,Genderless,$FF,,,,,,,,,,,,,,SteelLance,Javelin,NoItem,
,,Bakunin,UnitTypeEnemy,,,,,,,,,SwordFighter,14,0,,$01EB,BakuninName,,Genderless,$FF,,,,,,,,,,,,,,SteelSword,NoItem,NoItem,
,,Millet,UnitTypeEnemy,,,,,,,,,BowFighter,14,0,,$01EC,MilletName,,Genderless,$FF,,,,,,,,,,,,,,SteelBow,NoItem,NoItem,
,,Herzog,UnitTypeEnemy,,,,,,,,,LanceArmor,17,0,,$01ED,HerzogName,,Genderless,$FF,,,,,,,,,,,,,,SteelLance,Javelin,NoItem,
,,Tchaikov,UnitTypeEnemy,,,,,,,,,ThunderMage,20,0,,$01EE,TchaikovName,,Genderless,$FF,,,,,,,,,,,,,,Elthunder,ShieldRing,NoItem,
,,Keimos1,UnitTypeEnemy,,,,,,,,,Forester,23,0,,$01EF,Keimos1Name,,Genderless,$FF,,,,,,,,,,,,,,SteelBlade,NoItem,NoItem,
,,Marilyn1,UnitTypeEnemy,,,,,,,,,Sniper,23,0,,$01F0,Marilyn1Name,,GenderFemale,$FF,,,,,,,,,,,,,,SilverBow,NoItem,NoItem,
,,Tyler,UnitTypeEnemy,,,,,,,,,Cavalier,9,0,,$01F1,TylerName,,Genderless,$FF,,,,,,,,,,,,,,SteelSword,NoItem,NoItem,
,,Rip1,UnitTypeEnemy,,,,,,,,,ArcherKnight,9,0,,$01F2,Rip1Name,,Genderless,$FF,,,,,,,,,,,,,,SteelBow,NoItem,NoItem,
,,Pelliot,UnitTypeEnemy,,,,,,,,,AxeKnight,12,0,,$01F3,PelliotName,,Genderless,$FF,,,,,,,,,,,,,,SteelAxe,HandAxe,NoItem,
,,Treville,UnitTypeEnemy,,,,,,,,,SwordFighter,15,0,,$01F4,TrevilleName,,Genderless,$FF,,,,,,,,,,,,,,SteelBlade,NoItem,NoItem,
,,Guerre,UnitTypeEnemy,,,,,,,,,BowArmor,15,0,,$01F5,GuerreName,,Genderless,$FF,,,,,,,,,,,,,,BraveBow,NoItem,NoItem,
,,Bazin,UnitTypeEnemy,,,,,,,,,LanceArmor,18,0,,$01F6,BazinName,,Genderless,$FF,,,,,,,,,,,,,,SteelLance,Javelin,NoItem,
,,Dumas,UnitTypeEnemy,,,,,,,,,DarkMage,21,0,,$01F7,DumasName,,Genderless,$FF,,,,,,,,,,,,,,Jormungandr,ShieldRing,NoItem,
,,Kayra,UnitTypeEnemy,,,,,,,,,Banneret,24,0,,$01F8,KayraName,,Genderless,$FF,,,,,,,,,,,,,,BraveLance,Javelin,NoItem,
,,Thornton1,UnitTypeEnemy,,,,,,,,,GreatKnight,27,0,,$01F9,Thornton1Name,,Genderless,$FF,,,,,,,,,,,,,,BraveAxe,NoItem,NoItem,
,,Mario1,UnitTypeEnemy,,,,,,,,,BowKnight,27,0,,$01FA,Mario1Name,,Genderless,$FF,,,,,,,,,,,,,,BraveBow,NoItem,NoItem,
,,Kemal,UnitTypeEnemy,,,,,,,,,WindMage,13,0,,$01FB,KemalName,,Genderless,$FF,,,,,,,,,,,,,,Elwind,NoItem,NoItem,
,,Kaledin,UnitTypeEnemy,,,,,,,,,Paladin,16,0,,$01FC,KaledinName,,Genderless,$FF,,,,,,,,,,,,,,SteelSword,NoItem,NoItem,
,,Keith,UnitTypeEnemy,,,,,,,,,BowKnight,16,0,,$01FD,KeithName,,Genderless,$FF,,,,,,,,,,,,,,SteelBow,NoItem,NoItem,
,,Senghor,UnitTypeEnemy,,,,,,,,,Ranger,19,0,,$01FE,SenghorName,,Genderless,$FF,,,,,,,,,,,,,,SteelBlade,FlameBrand,NoItem,
,,Nikita,UnitTypeEnemy,,,,,,,,,PegasusKnight,22,0,,$01FF,NikitaName,,GenderFemale,$FF,,,,,,,,,,,,,,BraveLance,NoItem,NoItem,
,,Nene,UnitTypeEnemy,,,,,,,,,BowFighter,22,0,,$0200,NeneName,,GenderFemale,$FF,,,,,,,,,,,,,,SilverBow,NoItem,NoItem,
,,Graf,UnitTypeEnemy,,,,,,,,,MageKnight,25,0,,$0201,GrafName,,Genderless,$FF,,,,,,,,,,,,,,Elthunder,ShieldRing,NoItem,
,,Niklas,UnitTypeEnemy,,,,,,,,,Warrior,28,0,,$0202,NiklasName,,Genderless,$FF,,,,,,,,,,,,,,BraveAxe,BraveBow,NoItem,
,,Attalus1,UnitTypeEnemy,,,,,,,,,Baron,30,0,,$0203,Attalus1Name,,Genderless,$FF,,,,,,,,,,,,,,Bolganone,SkillRing,NoItem,
,,Jackal,UnitTypeEnemy,,,,,,,,,SwordFighter,17,0,,$0204,JackalName,,Genderless,$FF,,,,,,,,,,,,,,SteelSword,NoItem,NoItem,
,,Rip2,UnitTypeEnemy,,,,,,,,,BowFighter,17,0,,$0205,Rip2Name,,Genderless,$FF,,,,,,,,,,,,,,SilverBow,NoItem,NoItem,
,,Goliath,UnitTypeEnemy,,,,,,,,,Warrior,20,0,,$0206,GoliathName,,Genderless,$FF,,,,,,,,,,,,,,SteelAxe,HandAxe,NoItem,
,,Gries,UnitTypeEnemy,,,,,,,,,General,23,0,,$0207,GriesName,,Genderless,$FF,,,,,,,,,,,,,,SteelBlade,SteelBow,NoItem,
,,Leigh,UnitTypeEnemy,,,,,,,,,Forester,26,0,,$0208,LeighName,,Genderless,$FF,,,,,,,,,,,,,,LevinSword,SpeedRing,NoItem,
,,Sichel,UnitTypeEnemy,,,,,,,,,WyvernKnight,29,0,,$0209,SichelName,,Genderless,$FF,,,,,,,,,,,,,,Ridersbane,NoItem,NoItem,
,,Hawkes,UnitTypeEnemy,,,,,,,,,Sniper,29,0,,$020A,HawkesName,,Genderless,$FF,,,,,,,,,,,,,,KillerBow,ShieldRing,NoItem,
,,Nazarre,UnitTypeEnemy,,,,,,,,,Swordmaster,30,0,,$020B,NazarreName,,Genderless,$FF,,,,,,,,,,,,,,WindSword,ShieldRing,NoItem,
,,Sif1,UnitTypeEnemy,,,,,,,,,ThiefFighter,30,0,,$020C,ThiefName,,Genderless,$FF,,,,,,,,,,,,,,LandsSword,SpeedRing,NoItem,
,,Tolstoy,UnitTypeEnemy,,,,,,,,,AxeFighter,1,0,,$020D,TolstoyName,,Genderless,$FF,,,,,,,,,,,,,,IronAxe,HandAxe,NoItem,
,,Bormann,UnitTypeEnemy,,,,,,,,,Mage,4,0,,$020E,BormannName,,Genderless,$FF,,,,,,,,,,,,,,Thunder,NoItem,NoItem,
,,Kluge,UnitTypeEnemy,,,,,,,,,LanceKnight,7,0,,$020F,KlugeName,,Genderless,$FF,,,,,,,,,,,,,,SteelLance,Javelin,NoItem,
,,Manstein,UnitTypeEnemy,,,,,,,,,SwordFighter,10,0,,$0210,MansteinName,,Genderless,$FF,,,,,,,,,,,,,,IronSword,NoItem,NoItem,
,,Kastor,UnitTypeEnemy,,,,,,,,,Hunter,10,0,,$0211,KastorName,,Genderless,$FF,,,,,,,,,,,,,,SteelBow,NoItem,NoItem,
,,Hoepner,UnitTypeEnemy,,,,,,,,,LanceArmor,13,0,,$0212,HoepnerName,,Genderless,$FF,,,,,,,,,,,,,,SteelLance,Javelin,NoItem,
,,Languedoc,UnitTypeEnemy,,,,,,,,,Warrior,16,0,,$0213,LanguedocName,,Genderless,$FF,,,,,,,,,,,,,,SilverAxe,SteelBow,NoItem,
,,Wulff,UnitTypeEnemy,,,,,,,,,General,19,0,,$0214,WulffName,,Genderless,$FF,,,,,,,,,,,,,,SilverBlade,SteelBow,NoItem,
,,Dewey,UnitTypeEnemy,,,,,,,,,AxeFighter,5,0,,$0215,DeweyName,,Genderless,$FF,,,,,,,,,,,,,,IronAxe,HandAxe,NoItem,
,,Fet,UnitTypeEnemy,,,,,,,,,ThunderMage,8,0,,$0216,FetName,,Genderless,$FF,,,,,,,,,,,,,,Elthunder,ShieldRing,NoItem,
,,Marshak,UnitTypeEnemy,,,,,,,,,Paladin,11,0,,$0217,MarshakName,,Genderless,$FF,,,,,,,,,,,,,,SteelLance,Javelin,NoItem,
,,Lewis,UnitTypeEnemy,,,,,,,,,SwordFighter,14,0,,$0218,LewisName,,Genderless,$FF,,,,,,,,,,,,,,SteelSword,NoItem,NoItem,
,,Estia,UnitTypeEnemy,,,,,,,,,BowFighter,14,0,,$0219,EstiaName,,GenderFemale,$FF,,,,,,,,,,,,,,SteelBow,NoItem,NoItem,
,,Marder,UnitTypeEnemy,,,,,,,,,MageFighter,17,0,,$021A,MarderName,,Genderless,$FF,,,,,,,,,,,,,,Elfire,ShieldRing,NoItem,
,,Sigismund,UnitTypeEnemy,,,,,,,,,General,20,0,,$021B,SigismundName,,Genderless,$FF,,,,,,,,,,,,,,SteelAxe,SteelBow,NoItem,
,,Zenon1,UnitTypeEnemy,,,,,,,,,Swordmaster,23,0,,$021C,Zenon1Name,,Genderless,$FF,,,,,,,,,,,,,,SilverBlade,NoItem,NoItem,
,,Jackson1,UnitTypeEnemy,,,,,,,,,Sniper,23,0,,$021D,Jackson1Name,,Genderless,$FF,,,,,,,,,,,,,,SilverBow,NoItem,NoItem,
,,Indra1,UnitTypeEnemy,,,,,,,,,Cavalier,9,0,,$021E,Indra1Name,,Genderless,$FF,,,,,,,,,,,,,,SteelSword,NoItem,NoItem,
,,Nietzsche,UnitTypeEnemy,,,,,,,,,BowKnight,9,0,,$021F,NietzscheName,,Genderless,$FF,,,,,,,,,,,,,,SilverBow,NoItem,NoItem,
,,Apostol,UnitTypeEnemy,,,,,,,,,AxeKnight,12,0,,$0220,ApostolName,,Genderless,$FF,,,,,,,,,,,,,,SteelAxe,HandAxe,NoItem,
,,Milliat,UnitTypeEnemy,,,,,,,,,SwordFighter,15,0,,$0221,MilliatName,,GenderFemale,$FF,,,,,,,,,,,,,,BraveSword,NoItem,NoItem,
